1064,Co Xot Xa Dua                ,Y Lan
1065,Coi Buon                     ,Elvis Phuong
1066,Coi Mo                       ,Anh Tu
1067,Coi Nho                      ,Truong Vu
1068,Coi Rieng                    ,Quang Dung
1069,Coi Tinh                     ,Cam Van
1070,Coi Vang                     ,Tran Thai Hoa
1071,Coi Yeu Nguoi                ,Quang Dung
1072,Con Ai Voi Ai                ,Dinh Van
1073,Con Chut Gi De Nho           ,Anh Dung
1074,Con Chut Gi De Nho           ,Man
1075,Con Co Bao Gio Em Nho Ta     ,Gia Huy
1076,Con Dau Tinh                 ,Le Tung
1077,Con Dau Tinh                 ,To Thy Hang; To Thai Cuong
1078,Con De Chung Tinh            ,Phi Nhung
1079,Con Do Chut Hong Phai        ,Quang Dung
1080,Con Duong Hem                ,Manh Dinh
1081,Con Duong Hoang              ,Le Toan
1082,Con Duong Ky Niem Ten Ta     ,Manh Quynh
1083,Con Duong Mang Ten Em        ,Che Linh; Thanh Tuyen
1084,Con Duong Mang Ten Em        ,Hoang Lan
1085,Con Duong Mau Xanh           ,Trinh Nam Son
1086,Con Duong Nao Den Thien Duong,Lam Nhat Tien
1087,Con Duong Pho Thi            ,Lam Gia Minh
1088,Con Duong Tinh Ta Di         ,Le Tri
1089,Con Duong Tinh Ta Di         ,Y Lan
1090,Con Duong Toi Ve             ,Ngoc Lan
1091,Con Duong Viet Nam           ,Hoang Nam
1092,Con Duong Xua Em Di (Tan Co) ,Vong Linh; Huong Aln
1093,Con Duong Xua Em Di          ,Hong Truc
1094,Con Duong Xua Em Di          ,Phi Nhung
1095,Con Duong Xua Em Di          ,Thanh Thanh
1096,Con Duong Xua Em Di          ,Truong Vu
1097,Con Gai Bay Gio              ,Hoai Nam; La Suong Suong
1098,Con Gai Bay Gio              ,Nguyen Hung
1099,Con Gai Bay Gio              ,Phuong Hung
1100,Con Gai Bay Gio              ,Vu Son
1101,Con Gai Doi Muoi             ,Quoc Hung
1102,Con Gai Nha Lanh             ,Diep Thanh Thanh
1103,Con Gai                      ,Ha Vy Giang; Ngoc My Huyen
1104,Con Gai                      ,La Suong Suong
1105,Con Gai                      ,Minh Nhi; Dan Huy
1106,Con Gai                      ,Phuong Hung; Kha Tu
1107,Con Gi Dau                   ,La S Suong
1108,Con Gi Ma Mong               ,Hoai Nam
1109,Con Gio Mua Dong             ,Khanh Dang
1110,Con Gio Thoang Va Trai Tim Toi Loi,Bang Kieu; Thanh Ha
1111,Con Gio Thoang               ,Lam Thuy Van
1112,Con Gio Thoang               ,Vu Khanh
1113,Con Lai Chut Yeu Thuong      ,My Tam
1114,Con Lai Gi                   ,Chau G Kiet
1115,Con Lai Gi                   ,Chau Gia Kiet
1116,Con Lai Mot Minh             ,Dan Truong
1117,Con Lai Nho Thuong           ,Minh Tuyet
1118,Con Lai Noi Co Don           ,Henry Chuc
1119,Con Lai Noi Co Don           ,Nguyen Hung
1120,Con Mai Cho Anh              ,Vina
1121,Con Mai Noi Day              ,Quang Dung
1122,Con Mai Thuong Yeu           ,Duc Huy; Thao Mi
1123,Con Mai Tim Nhau             ,Diem Lien
1124,Con Me Tinh Ai               ,Phi Nhung
1125,Con Me Tinh Ai               ,Truong Vu
1126,Con Mo Hoang Duong           ,Cam Ly
1127,Con Mot Chut Gi De Nho       ,Nguyen Khang
1128,Con Mua Bat Dau Tinh Yeu     ,Nhat Tinh Anh
1129,Con Mua Chieu Nay            ,Lam Hung
1130,Con Mua Dem                  ,Don Ho
1131,Con Mua Dem                  ,Van Q Long
1132,Con Mua Ha Da Qua Thoi Mong Cho,Y Phuong; Ngoc Huong
1133,Con Mua Ha                   ,Lam Thuy Van
1134,Con Mua Ha                   ,Nguyen Khang
1135,Con Mua Phun                 ,Diem Lien
1136,Con Mua Trong Doi            ,Kha Tu
1137,Con Mua Trong Doi            ,Lynda Trang Dai
1138,Con Mua Trong Doi            ,Ngoc Hue
1139,Con Mua Trong Doi            ,Truc Lan
1140,Con Mua Trong Doi            ,Y Lan
1141,Con Nho Con Thuong           ,Truong Vu
1142,Con Nho Hay Khong            ,Song Ca
1143,Con Nho Khong Anh            ,Mong Ngoc
1144,Con Quy Lay Chua Tren Troi   ,Thanh Lan
1145,Con Quy Lay Chua Tren Troi   ,Tuan Ngoc
1146,Con Quy Lay Chua Tren Troi   ,Vu Khanh; Ngoc Lan
1147,Con Roi                      ,Vinh Thien Kim
1148,Con Rong Chau Tien           ,Ngoc Ha; Lam Nhat Tien
1149,Con Sao Tinh Que             ,Huong Lan
1150,Con Se Khong Quen            ,Duy Manh
1151,Con Ta Voi Nong Nan          ,Bang Kieu
1152,Con Ta Voi Nong Nan          ,Quang Dung
1153,Con Thuong Goc Bep Chai He   ,Ky Vuong
1154,Con Thuong Goc Bep Chay He   ,Thanh Huyen
1155,Con Thuong Rau Dang Moc Sau He,Bruce Doan
1156,Con Thuong Rau Dang Moc Sau He,Nhu Quynh
1157,Con Thuong Rau Dang Moc Sau He,Thanh Tuyen
1158,Con Thuong Rau Dang Moc Sau He,Tuan Vu
1159,Con Thuyen Khong Ben         ,Dam Vinh Hung
1160,Con Thuyen Khong Ben         ,Khanh Ly
1161,Con Thuyen Khong Ben         ,Lili Hue
1162,Con Tim Buon                 ,Tuan Ngoc
1163,Con Tim Da Tinh              ,Quynh Huong
1164,Con Tim Dai Kho              ,Ly Hai
1165,Con Tim Em Bat Chot          ,Tran Thu Ha
1166,Con Tim Khat Khao            ,Bao Han; Ho Le Thu
1167,Con Tim Khat Khao            ,Huy Vu
1168,Con Tim Mo Coi               ,Khanh Dang
1169,Con Tim Mu Loa               ,Don Ho
1170,Con Tim Mu Loa               ,Sy Dan
1171,Con Tim Ruom Mau             ,Ky Anh
1172,Con Tim Tan Vo               ,Lam Nhat Tien; Luu Bich
1173,Con Tim Va Nuoc Mat          ,Truc Lam; Truc Linh
1174,Con Tim Vung Ve              ,Dam Vinh Hung
1175,Con Toi Voi Toi              ,Minh Thuan
1176,Con Trai Thoi Nay            ,The Son
1177,Con Tuoi Nao Cho Em          ,Kieu Nga
1178,Con Tuoi Nao Cho Em          ,Quang Dung
1179,Con Tuoi Nao Cho Em          ,Tuan Vu
1180,Con Yeu Em Mai               ,Elvis Phuong
1181,Con Yeu Em Mai               ,Tu Quyen
1182,Con Yeu Em Mai               ,Vu Khanh
1183,Con Yeu                      ,Diem Lien
1184,Con Yeu                      ,Thanh Ha
1185,Cu Lua Doi Di                ,Nguyen Khanh
1186,Cu Quay Mat Di               ,Han Thai Tu
1187,Cu Tuong Con Trong Tay       ,Che Linh
1188,Cung Dan Lang Quen           ,Duc Phuong
1189,Cung Dan Tinh Yeu            ,My Tam; Dan Truong
1190,Cung Dan Xua                 ,Hai Ly
1191,Cung Dan Xuan                ,Nguyen Loc
1192,Cung La Buon                 ,Female
1193,Cung Tat Bien Dong           ,Manh Quynh
1194,Cuoc Doi Eo Le               ,Don Ho
1195,Cuoc Doi Eo Le               ,Ly Hai
1196,Cuoc Doi Hong                ,Y Phuong
1197,Cuoc Doi Van Dep Beautiful Life,Ngoc Bich
1198,Cuoc Noi Chuyen Giua Hai Nguoi Dan Ong,Luu Chi Vy
1199,Cuoc Tinh Chia Doi           ,Man
1200,Cuoc Tinh Chon Dau           ,"Don Ho, Ha Vy"
1201,Cuoc Tinh Da Mat             ,Gia Huy
1202,Cuoc Tinh Da Mat             ,Pham Khai Tuan
1203,Cuoc Tinh Da Xa Lam Vu       ,Lam Vu
1204,Cuoc Tinh Da Xa              ,Don Ho; Ha Vy
1205,Cuoc Tinh Da Xa              ,Khanh Ha
1206,Cuoc Tinh Da Xa              ,Lam Vu
1207,Cuoc Tinh Don Coi            ,Cam Ly
1208,Cuoc Tinh Hoang Hon          ,My Linh
1209,Cuoc Tinh Lam Lo             ,Nini; Ha Vy; Vina
1210,Cuoc Tinh Lo                 ,Don Ho; Ngoc Hue
1211,Cuoc Tinh Phoi Phai          ,Phan Dinh Tung
1212,Cuoc Tinh Thoang Bay         ,Ngoc Hue; Andy Thanh
1213,Cuoc Tinh Trao Em            ,Au Thai Hoang
1214,Cuoc Tinh Trong Con Mo       ,Dan Truong
1215,Cuoc Tinh Trong Con Mua      ,Dan Truong
1216,Cuoc Tinh Van Dam            ,Ha Vy
1217,Cuoc Tinh Van Dam            ,Loan Chau
1218,Cuoc Tinh Van Dam            ,Minh Tuyet
1219,Cuoi Cung Cho Mot Tinh Yeu   ,Khanh Ly
1220,Cuoi Cung Cho Mot Tinh Yeu   ,Nhu Mai
1221,Cuoi Cung Ta O Ben Nhau      ,Axn
1222,Cuoi Neo Duong Tinh          ,Manh Quynh
1223,Cuoi Tuan Ben Anh            ,Ninh Cat Loan Chau
1224,Cuon Trong Con Me            ,Nguyen Phi Hung
1225,Da Bao Nam                   ,Thuy Tien
1226,Da Bao Nam                   ,Tu Quyen
1227,Da Co Hoai Lang              ,Huong Lan
1228,Da Co Hoai Lang              ,Ngoc Huyen
1229,Da Da Bay Xa                 ,Tuong Nguyen
1230,Da Den Luc Chia Tay          ,Ngoc Thuy
1231,Da Het Duyen No Kiep Nay     ,Luu Chi Vy
1232,Da Khuc Cho Tinh Nhan        ,Le Uyen Phuong
1233,Da Khuc Cho Tinh Nhan        ,Nguyen Khang
1234,Da Khuc Mua                  ,Dam Vinh Hung
1235,Da Khuc                      ,Female
1236,Da Khuc                      ,Le Toan
1237,Da Lat Hoang Ho Thuong Ve Mien Dat Lanh,Anh Khoa; Thanh Tuyen
1238,Da Lat Hoang Hon             ,Doan Thy
1239,Da Lat Hoang Hon             ,Tam Doan
1240,Da Lo Yeu Em                 ,Minh Tri
1241,Da Qua Nhieu Noi Dau         ,Luu Chi Vy
1242,Da Qua Thoi Mong Cho         ,Lam Thuy Van
1243,Da Ta                        ,Huong Lan
1244,Da Ta                        ,Quang Le
1245,Da Tam Khuc                  ,Vu Khanh
1246,Da Tinh                      ,Kha Tu
1247,Da Trang                     ,Dam Vinh Hung
1248,Da Xa Cuoc Tinh              ,Cam Ly
1249,Da Xa Cuoc Tinh              ,Van Quang Long; Cam Ly
1250,Dai Kho                      ,Luu Bich
1251,Dam Cuoi Dau Xuan            ,Man
1252,Dam Cuoi Ngheo               ,Truong Vu
1253,Dam Cuoi Nguoi Ta            ,Manh Quynh; Nha Thanh
1254,Dam Cuoi Nha Binh            ,Asia 4; Anh Minh
1255,Dam Cuoi Tren Duong Que Huong,Bruce Doan; Hai Ly
1256,Dam Cuoi Tren Duong Que      ,Female
1257,Dam Cuoi Tren Duong Que      ,Tuong Nguyen
1258,Dam Me                       ,Cam Ly
1259,Dam Me                       ,Manh Quynh; Phi Nhung
1260,Dan Ao Mua Xuan              ,Quynh Dung
1261,Dan Ba                       ,Don Ho
1262,Dan Ba                       ,Elvis Phuong
1263,Dan Ba                       ,Man
1264,Dan Buoc Thang Tram          ,Man
1265,Dan Ca 3 Mien                ,Ha Vy
1266,Dan Chim Viet                ,Quang Dung
1267,Dan Khong Tieng Hat          ,Tam Doan
1268,Dan Ong Va Dan Ba            ,Female
1269,Dan Ong Va Dan Ba            ,Huy Vu
1270,Dan Ong                      ,Female
1271,Dan Sao Hau Giang            ,Huong Lan
1272,Dan Trong Dem Vang           ,Tuan Ngoc
1273,Dan Va Day                   ,Tam Doan
1274,Dang Do                      ,Luu Hong
1275,Dang Do                      ,Quang Le
1276,Dang Khoi                    ,Le Quyen
1277,Dang Xuan                    ,Duong Trieu Vu
1278,Danh Long Sao Anh            ,Ha Vy
1279,Danh Mat                     ,Dam Vinh Hung
1280,Danh Roi Tinh Yeu            ,Phan Dinh Tung
1281,Danh Thoi Nguoi Hoi          ,Dam Vinh Hung
1282,Danh Thuc Tam Xuan           ,Bang Kieu
1283,Danh Thuc Tam Xuon           ,Tran Thai Hoa
1284,Dao Lam Con                  ,Tuong Nguyen
1285,Dap Vo Cay Dan               ,Bruce Doan
1286,Dap Vo Cay Dan               ,Duy Khanh
1287,Dat Phuong Nam               ,Phi Nhung
1288,Dau Buoc Thang Tram          ,Man
1289,Dau Cham Het                 ,Thien Truong Dia Hai
1290,Dau Cham Hoi                 ,My Tam
1291,Dau Chan Cua Bien            ,Lam Nhat Tien
1292,Dau Chan Dia Dang            ,Ngoc Bich
1293,Dau Chan Ky Niem             ,Hong Truc
1294,Dau Chan Ky Niem             ,Tam Doan
1295,Dau Chan Tinh Ai             ,Ai Van
1296,Dau Chan Tinh Ai             ,Don Ho
1297,Dau Chon Tinh Buon           ,Cam Ly
1298,Dau Chon Tinh Sau            ,Khanh Ha; Tuan Ngoc
1299,Dau Co Biet Truoc            ,Lam Nhat Tien
1300,Dau Dan Thu Tren Tuong Voi Trang,Ky Vuong
1301,Dau Nam Di Le                ,Ngoc Son
1302,Dau Phai Boi Mua Thu         ,Man
1303,Dau Phai Boi Mua Thu         ,Thanh Lam
1304,Dau Sao Etpourtant           ,Le Toan
1305,Dau Tinh Da Xa               ,Minh Tuyet
1306,Dau Tinh Sau                 ,Anh Thu
1307,Dau Tinh Sau                 ,Luu Bich
1308,Dau Tinh Sau                 ,Thai Chau
1309,Dau Tinh Yeu                 ,La Suong Suong
1310,Dau Vet Hat                  ,Tuan Hung
1311,Dau Vet Tinh Sau             ,Cam Ly
1312,Dau Vet                      ,Gia Huy
1313,Dau Xot Ly Chim Quyen        ,Huong Lan
1314,Dau Xuan Linh Chuc           ,Hoang Nam
1315,Dau Xuan Linh Chuc           ,Nguyen Hung
1316,Dau Xuan Linhong Truc        ,Hoang Nam
1317,Dau Yeu Oi                   ,Bao Han
1318,Dau Yeu Tinh Dau             ,Phuong Hung
1319,Dau Yeu Xa Roi               ,Ha Vy
1320,Dau Yeu Xua                  ,Van Quynh
1321,Dau Yeu                      ,Minh Tuyet
1322,De Dau Thuong Cho Rieng Minh Anh,Luu Chi Vy
1323,De Dau Thuong Cho Rieng Minh Anh,Tran Nguyen
1324,De Mot Lan Anh Noi           ,Van Quang Long
1325,De Quen Con Tim              ,Man
1326,De Thuong                    ,Ha Vy
1327,De Tra Loi Mot Cau Hoi       ,Hong Truc
1328,Dem Bo Bo                    ,Manh Quynh
1329,Dem Bo Vo                    ,Quang Le; Nhu Quynh
1330,Dem Buon Nhu Thanh Ca        ,Da Nhat Yen
1331,Dem Buon Pho Thi             ,Truong Duy
1332,Dem Buon Tinh Le             ,Che Linh
1333,Dem Buon Tinh Le             ,Truong Vu
1334,Dem Buon                     ,Don Ho
1335,Dem Buon                     ,Y Lan
1336,Dem Chia Xa                  ,Quang Dung; Thanh Thao
1337,Dem Co Don                   ,Bao Tuan
1338,Dem Co Don                   ,Cam Ly
1339,Dem Co Don                   ,Lam Truong; Tran Thu Ha
1340,Dem Co Don                   ,Lam Truong
1341,Dem Co Don                   ,Minh Tuyet; Huy Vu
1342,Dem Co Don                   ,Nguyen Khang
1343,Dem Co Mua Roi               ,Cam Ly
1344,Dem Cuoi Cung                ,Thuy Duong
1345,Dem Cuoi Cung                ,Y Lan
1346,Dem Cuoi                     ,Lam Truyen
1347,Dem Cuoi                     ,Ngoc Ho
1348,Dem Cuoi                     ,Ngoc Son
1349,Dem Cuoi                     ,Truong Vu
1350,Dem Do Thi                   ,Christian Le
1351,Dem Do Thi                   ,Shayla
1352,Dem Do Thi                   ,Thien Kim; Don Ho
1353,Dem Dong                     ,Bruce Doan; Hai Ly
1354,Dem Dong                     ,Dam Vinh Hung
1355,Dem Dong                     ,Diem Lien; Le Thu
1356,Dem Dong                     ,Tran Thai Hoa
1357,Dem Gia Tu                   ,Le Toan
1358,Dem Giot Sau Roi             ,Tam Doan
1359,Dem Goi Mong                 ,Hong Truc
1360,Dem Gop Lai                  ,Ngoc Huyen
1361,Dem Gop Lai                  ,Thanh Tuyen
1362,Dem Hoa Dang                 ,Nha Thanh
1363,Dem Hoa Dang                 ,Quang Linh
1364,Dem Hoang                    ,Lam Gia Minh
1365,Dem Khong Con Nghe Tieng Sung,Female
1366,Dem Khong Con Tieng Sung     ,Hong Truc
1367,Dem Khuya Tren Duong Catina  ,Thanh Lan
1368,Dem Lang Thang               ,Man
1369,Dem Lao Xao                  ,Minh Tuyet
1370,Dem Lao Xao                  ,Phuong Thanh
1371,Dem Lieu Trai                ,Loan Chau
1372,Dem Mau Trang                ,Sy Dan; Vu Tuan Duc
1373,Dem Mua                      ,Quang Linh
1374,Dem Nay Ai Dua Em Ve         ,Le Toan
1375,Dem Nay Em Thay Co Don       ,Luu Bich
1376,Dem Nay Em Thay Co Don       ,Thanh Thuy
1377,Dem Nay Nho Ve Sai Gon       ,Vu Khanh
1378,Dem Nguyen Cau               ,Nguyen Hung
1379,Dem Nho Nguoi Tinh           ,Manh Quynh
1380,Dem Nho Nguoi Tinh           ,Quan Kim Thuy
1381,Dem Nho Trang Sai Gon        ,Le Uyen
1382,Dem Nho Trang Sai Gon        ,Vu Khanh
1383,Dem Nho Ve Sai Gon           ,Tran Thai Hoa
1384,Dem Nho Ve Saigon            ,Khanh Ly
1385,Dem Ru Tinh Nho              ,Ngoc Huong
1386,Dem Sao Bang                 ,Nha Thanh
1387,Dem Say Tinh Ai              ,Don Ho
1388,Dem Say                      ,Vu Khanh
1389,Dem Tai Ngo                  ,Female
1390,Dem Tam Su                   ,Man
1391,Dem Tam Su                   ,Ngoc Son
1392,Dem Tam Su                   ,Thanh Huyen
1393,Dem Tan Ben Ngu              ,Anh Tuyet
1394,Dem Tan Ben Ngu              ,Ngoc Ha
1395,Dem Tan Ben Ngu              ,Thanh Thuy
1396,Dem Tay Ta La Thac Do        ,Quang Dung
1397,Dem Thanh Vo Cung            ,Hop Ca
1398,Dem Thay Ta La Thac Do       ,My Linh
1399,Dem Thay Ta La Thac Do       ,Nhu Mai
1400,Dem Thuong Nho               ,Gia Huy
1401,Dem Tien Biet                ,Hai Trieu
1402,Dem Tien Don                 ,Giao Linh; Khuong Vi
1403,Dem Toc Roi                  ,Kha Tu
1404,Dem Toc Roi                  ,Manh Quynh
1405,Dem Tren Dinh Sau            ,Che Linh
1406,Dem Tren Dinh Sau            ,Truong Vu; Hong Truc
1407,Dem Tren Vung Dat La         ,Truong Vu
1408,Dem Vang Anh                 ,Luu Bich
1409,Dem Vu Truong                ,Don Ho
1410,Dem Vu Truong                ,Elvis Phuong
1411,Dem Yeu Duong                ,Cat Tien
1412,Dem Yeu Duong                ,Ngoc Son
1413,Dem Yeu Thuong               ,Anh Tu
1414,Dem                          ,Pham Khanh Hung
1415,Dem                          ,Thien Kim
1416,Dem                          ,Trinh N Son
1417,Den Bao Gio Em Biet          ,Phan Dinh Tung
1418,Den Bao Gio                  ,Quang Dung
1419,Den Ben Nhau                 ,Nhu Quynh; Gia Huy
1420,Den Cu                       ,Ai Van
1421,Den Khuya                    ,Phuong Hong Que
1422,Dep Long Nguoi Yeu           ,Truong Vu
1423,Dep Mua Hoa Tuyet            ,Lucia Kim Chi
1424,Di Bolsa                     ,Bruce Doan
1425,Di Ghe Con Chong             ,Duong Ngoc Thai
1426,Di Vang Buon                 ,Ngoc Son
1427,Di Vang Cuoc Tinh            ,Tuan Hung
1428,Di Vang Do Van Con           ,Le Tam
1429,Di Vang Nhat Nhoa            ,Tu Quyen; Lay Minh
1430,Di Vang Xa Xoi               ,Gia Huy
1431,Di Vang                      ,Trinh N Son
1432,Di Ve Dau                    ,Dinh Ngoc
1433,Di Ve Noi Xa                 ,Dan Truong
1434,Di Ve Noi Xa                 ,Man
1435,Di Ve Noi Xa                 ,The Son
1436,Diem Tinh                    ,Don Ho
1437,Diem Xua                     ,Female
1438,Diem Xua                     ,Tran Thu Ha
1439,Dien Va Say                  ,Nguyen Hung
1440,Dien                         ,Ky Vuong
1441,Dien                         ,Le Minh
1442,Dien                         ,Ngoc Ho
1443,Dien                         ,Nguyen Hung
1444,Diep Khuc Buon               ,Y Lan
1445,Diep Khuc Mua Xuan           ,Thuy Hang
1446,Diep Khuc Sam Ba             ,Diem Lien
1447,Diep Vu Tinh Yeu             ,Nguyen Hung
1448,Dieu Buon Dang Do            ,Hai Ly
1449,Dieu Buon Dang Do            ,Thien Trang
1450,Dieu Buon Phuong Nam         ,Huong Lan
1451,Dieu Buon Phuong Nam         ,Phi Nhung
1452,Dieu Buon                    ,Thuy Duong
1453,Dieu Co That                 ,Truong Vu
1454,Dieu Do Khong That Dem Sao   ,Nguyen Thanh Truc
1455,Dieu Em Muon Noi             ,Uyen Trang
1456,Dieu Gi Do Mai Yeu Nguoi Thoi,Trish; Cardin; Chosen One
1457,Dieu Gi Do                   ,Le Tam
1458,Dieu Ho Phu The              ,Bao Liem
1459,Dieu Ky La Cua Em            ,Cam Ly
1460,Dieu Ly Buon                 ,Hoai Nam
1461,Dieu Ran Thu 6               ,Vu Khanh
1462,Dieu Vu Trong Bong Dem       ,Dan Huy
1463,Dinh Gio Hu                  ,Lam Nhat Tien
1464,Dinh Gio Hu                  ,Le Uyen; Doan Phi
1465,Dinh Menh Cay Dang           ,Gia Huy; Gia Linh
1466,Dinh Menh                    ,Huong Lan
1467,Dinh Menh                    ,Phi Viet
1468,Dinh Menh                    ,Quang Ha
1469,Dinh Menh                    ,Trung Chinh; Huong Lan
1470,Dinh Nghia Tinh Yeu          ,Sy Dan; Le Tam
1471,Diu Dang Sac Xuan            ,Dam Vinh Hung
1472,Do Ai                        ,Allan Ai Ai Lien
1473,Do Ai                        ,Nhu Quynh
1474,Do Chieu                     ,Ngoc Dai
1475,Do Doc                       ,Kha Tu; Cao Thang
1476,Do Doc                       ,My Huyen; Hoang Lan
1477,Do Doc                       ,Y Phung; Kim Tu Long
1478,Do Tinh                      ,Pdien
1479,Do Tinh                      ,Thanh Lam
1480,Do Xua                       ,Cam Ly
1481,Doa Hoa Doi                  ,Truc Lam; Truc Linh
1482,Doan Buon Cho Toi            ,Truong Vu
1483,Doan Buon Dem Mua            ,Tuan Canh; Mai Hau
1484,Doan Cuoi Mot Cuoc Tinh      ,Hoang Lan
1485,Doan Cuoi Tinh Yeu           ,Truong Duy
1486,Doan Khuc Cho Em             ,Thuy Duong
1487,Doan Khuc Mua Thu Ha Noi     ,Vu Khanh
1488,Doan Lu Nhac                 ,Son Ca
1489,Doan Tai But 2               ,Truong Vu
1490,Doan Tai But                 ,Nguyen Son
1491,Doan Tai But                 ,Truong Vu
1492,Doan Tuyet                   ,Truong Vu
1493,Doan Xuan Ca                 ,Huong Thuy
1494,Doan Xuan Ca                 ,Quynh Dung
1495,Doc Mo                       ,Khanh Lan; Bruce Doan
1496,Doi Anh Van Co Don           ,Anh Tu
1497,Doi Anh Ve                   ,Khanh Ha
1498,Doi Bo                       ,Hong Truc
1499,Doi Bo                       ,Trinh Nam Son
1500,Doi Bo                       ,Yen Phuong
1501,Doi Bong                     ,Hong Truc
1502,Doi Buoc Anh Ve              ,Minh Tuyet
1503,Doi Ca Si                    ,Thai Chau
1504,Doi Canh Thien Than          ,Thanh Thuy
1505,Doi Cho Pho Xua              ,Dan Truong
1506,Doi Cho                      ,Khanh Ly
1507,Doi Cho                      ,Nguyen Khang
1508,Doi Con Co Don               ,Duy Linh
1509,Doi Da Vang                  ,Diem Lien
1510,Doi Da Vang                  ,Khanh Ha
1511,Doi Da Vang                  ,Tuan Ngoc
1512,Doi Em Lap Lai Doi Toi       ,Lam Chan Huy
1513,Doi Em Nhu Cat Kho           ,Thien Kim
1514,Doi Em Ve Ben Anh            ,Nhat Tinh Anh
1515,Doi Gian                     ,Lam Nhat Tien
1516,Doi La Nhu The               ,The Son
1517,Doi Lan Va Diep              ,Truong Vu
1518,Doi Mat Lieu Trai            ,Chung Tu Luu
1519,Doi Mat Nguoi Son Tay        ,Thai Hien
1520,Doi Mat Nguoi Xua            ,Duy Khanh
1521,Doi Mat Nguoi Xua            ,Rhumba
1522,Doi Mat Nguoi Xua            ,Truong Vu
1523,Doi Mat Nguoi Xua            ,Tuan Vu
1524,Doi Nga Chia Ly              ,Ngoc Son
1525,Doi Nga Chia Ly              ,Phi Nhung
1526,Doi Nga Doi Ta               ,Man
1527,Doi Nghe Si                  ,Huong Lan
1528,Doi Phu Du                   ,Dinh Van; Sy Ben
1529,Doi Ta                       ,Thuc Oanh
1530,Doi Tham Tuoi La Vie Enrose  ,Ngoc Bich
1531,Doi Thay Mot Hinh Bong       ,Pham Khanh Hung
1532,Doi Thay                     ,Johnny Dung
1533,Doi Thay                     ,Yen Khoa
1534,Doi Thong Hai Mo             ,Female
1535,Doi Thong Hai Mo             ,Huong Lan
1536,Doi Thong Hai Mo             ,Truong Vu
1537,Doi Tim Hoa Sim              ,Tai Linh; Sy Ben
1538,Doi Toi Chi Yeu Co Mot Nguoi ,Carol Kim
1539,Doi Toi La Cua Toi           ,Nguyen Hung
1540,Doi Tra                      ,Nguyen Hung
1541,Doi Van Lam Than             ,Truc Lam; Truc Linh
1542,Dom Dom                      ,Kha Tu
1543,Don Bong Tinh Ngheo          ,Kha Tu
1544,Don Mung Xuan Moi            ,Tu Quyen
1545,Don Phuong Mot Cuoc Tinh     ,Quach Thanh Danh
1546,Don Vang Chieu Xuan          ,Che Linh
1547,Don Vang Chieu Xuan          ,Johnny Dung
1548,Don Xuan Nay Nho Xuan Xua    ,Manh Quynh; Phi Nhung
1549,Don Xuan Nay Nho Xuan Xua    ,Thanh Tuyen
1550,Don Xuan Nay Nho Xuan Xua    ,Truong Vu
1551,Don Xuan                     ,Da Nhat Yen
1552,Don Xuan                     ,Lam Truong
1553,Don Xuan                     ,Nhu Quynh
1554,Don Xuan                     ,Pham Dinh Chuong
1555,Dong Doi Doi Thay            ,Bao Han; Phi Phi
1556,Dong Doi                     ,Huong Lan
1557,Dong Doi                     ,Nguyen Khang
1558,Dong Le                      ,Ngoc Ho
1559,Dong Song Huyen Thoai        ,Lam Thuy Van
1560,Dong Song Khong Tro Lia      ,Thuy Tien
1561,Dong Song Ky Niem Mot Nua Doi Em,Thien Kim; Quoc Khanh
1562,Dong Song Ky Niem            ,Lam Thuy Van
1563,Dong Song Lo Dang            ,La Suong Suong
1564,Dong Song Mua Dong           ,Tran Tam
1565,Dong Song Mua Thu            ,Nguyen Khang
1566,Dong Song Ru Em              ,La Suong Suong
1567,Dong Song Tuoi Tre           ,Female
1568,Dong Song Xanh               ,Bruce Doan
1569,Dong Song Xanh               ,Le Dung
1570,Dong Song Xua                ,Dan Truong
1571,Dong Xanh                    ,M
1572,Dong Xanh                    ,Man
1573,Du Am Mua Ha                 ,Tuan Vu; Kha Tu
1574,Du Am                        ,Dinh Vu
1575,Du Anh Ngheo                 ,Manh Quynh; Phi Nhung
1576,Du Anh Tinh Yeu              ,Nha Thanh
1577,Du Cho Hoa Mau Ua            ,Nhu Quynh
1578,Du Co Nhu The Nao            ,Don Ho Loan Chau
1579,Du Hoa Lac Loi               ,Hung Cuong
1580,Du Nang Co Mong Manh         ,Nguyen Khang
1581,Du Tinh Yeu Da Mat           ,Manh Quynh
1582,Du Tinh Yeu Da Mat           ,Minh Nhi
1583,Du Tinh Yeu Da Mat           ,Thai Hien
1584,Du Xuan                      ,Loan Chau
1585,Dua Em Qua Canh Dong Vang    ,Son Ca; Bui Thien
1586,Dua Em Tim Dong Hoa Vang     ,Bruce Doan
1587,Dua Em Tim Dong Hoa Vang     ,Y Lan
1588,Dua Em Vao Ha Bai Thuong Ca Vo Tan,Bao Yen; Thanh Tuyen
1589,Dua Em Ve                    ,Duy Quang
1590,Dua Em Ve                    ,Truong Vu
1591,Dua Em Xuong Thuyen          ,Ai Van
1592,Dung Anh Nhe                 ,Tam Doan
1593,Dung Anh Nhe                 ,Truc Lam; Truc Linh
1594,Dung Bao Gio Hua             ,Thanh Ha
1595,Dung Bo Em Mot Minh          ,Y Lan
1596,Dung Buoc Giang Ho           ,Hong Ngoc
1597,Dung Buoc Giang Ho           ,Kieu Nga
